date,state,total_vaccinations,total_distributed,people_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,distributed_per_hundred,inpatient_beds_used_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_80+,deaths_covid
2021-09-10,South Dakota,921523.0,1116795.0,507403.0,104.17,57.36,126.24,194,190,3,0,3,3,6,3,8,4,0
2021-09-10,Tennessee,6520567.0,8128250.0,3474502.0,95.48,50.88,119.02,3953,3788,69,16,39,63,72,89,62,42,68
2021-09-10,Connecticut,4889101.0,5436235.0,2655180.0,137.13,74.47,152.48,386,349,4,7,3,6,5,9,5,3,6
2021-09-10,Utah,3305500.0,3852460.0,1839031.0,103.1,57.36,120.17,537,506,2,9,13,14,20,17,15,7,5
2021-09-10,Massachusetts,9581708.0,10634070.0,5243987.0,139.02,76.08,154.28,564,484,4,6,15,15,13,18,17,11,9
2021-09-10,Idaho,1492685.0,2075120.0,807491.0,83.53,45.19,116.12,656,649,8,4,9,14,14,21,21,14,10
2021-09-10,American Samoa,58459.0,62040.0,32387.0,104.97,58.16,111.4,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,Colorado,6940952.0,7923665.0,3695976.0,120.53,64.18,137.59,1005,898,19,14,21,15,10,31,21,12,4
2021-09-10,Ohio,11799002.0,14274175.0,6212041.0,100.94,53.14,122.12,3735,3166,83,20,44,69,106,109,80,53,48
2021-09-10,Oregon,5062276.0,6387675.0,2744164.0,120.02,65.06,151.45,1232,1136,10,6,12,10,32,18,22,14,17
2021-09-10,New Hampshire,1708632.0,2063870.0,924288.0,125.66,67.98,151.79,144,139,0,4,3,1,1,1,2,0,0
2021-09-10,Nevada,3270809.0,3811940.0,1816106.0,106.19,58.96,123.76,1140,1089,12,4,14,12,17,26,11,15,20
2021-09-10,North Dakota,713098.0,870130.0,375684.0,93.57,49.3,114.18,204,179,4,1,0,1,7,5,5,4,3
2021-09-10,Virgin Islands,97947.0,108000.0,52035.0,93.57,49.71,103.17,6,6,0,0,0,0,0,0,0,0,0
2021-09-10,South Carolina,4966322.0,6525975.0,2727671.0,96.46,52.98,126.75,2597,2502,49,16,28,45,62,82,67,29,56
2021-09-10,California,48873266.0,56498335.0,27602470.0,123.69,69.86,142.99,7551,7125,88,56,107,92,136,140,103,82,136
2021-09-10,Mississippi,2611136.0,3628315.0,1434177.0,87.74,48.19,121.91,1345,1283,16,3,4,18,23,24,19,12,28
2021-09-10,Maine,1768306.0,2058530.0,974099.0,131.55,72.47,153.14,192,186,0,0,0,1,2,3,3,5,0
2021-09-10,Delaware,1169590.0,1500985.0,631364.0,120.11,64.84,154.14,286,252,6,4,3,9,7,4,7,4,2
2021-09-10,Florida,25619309.0,31152245.0,13983394.0,119.28,65.11,145.04,12166,11632,182,65,141,148,208,234,214,217,232
2021-09-10,Montana,1047446.0,1275375.0,568052.0,98.0,53.15,119.33,375,360,2,2,4,8,15,18,14,11,6
2021-09-10,New Mexico,2691047.0,2799285.0,1487207.0,128.34,70.93,133.5,474,448,13,6,8,14,7,12,4,6,6
2021-09-10,Georgia,10115879.0,13790365.0,5601650.0,95.28,52.76,129.88,6254,5805,80,45,66,96,98,126,78,60,104
2021-09-10,Kentucky,,,,,,,2640,2375,18,18,38,68,98,124,88,44,35
2021-09-10,Minnesota,6480281.0,7489670.0,3523420.0,114.91,62.48,132.8,773,678,21,5,8,10,8,23,22,16,1
2021-09-10,Alaska,752270.0,988195.0,406535.0,102.83,55.57,135.08,207,196,2,1,1,5,4,7,3,3,6
2021-09-10,Rhode Island,1415856.0,1657425.0,772515.0,133.65,72.92,156.46,119,108,4,0,1,2,1,1,4,3,3
2021-09-10,Pennsylvania,15676313.0,18342685.0,9015443.0,122.45,70.42,143.28,2615,2163,50,17,27,33,59,60,49,37,23
2021-09-10,Michigan,10310263.0,13113390.0,5567113.0,103.24,55.74,131.31,1467,1357,19,11,7,15,38,30,31,17,14
2021-09-10,West Virginia,1524665.0,2870885.0,850114.0,85.07,47.44,160.19,881,838,15,1,3,12,14,21,20,10,13
2021-09-10,Vermont,881391.0,1010500.0,478137.0,141.25,76.63,161.94,34,31,1,1,0,0,0,1,1,3,2
2021-09-10,Virginia,10438063.0,12160175.0,5660792.0,122.29,66.32,142.47,2066,1802,33,12,25,31,38,41,36,21,29
2021-09-10,New Jersey,11204434.0,13376565.0,6302197.0,126.14,70.95,150.6,1172,1080,1,7,18,24,23,27,25,28,16
2021-09-10,North Carolina,10771767.0,13716300.0,6000017.0,102.7,57.21,130.78,3630,3507,47,15,46,51,75,72,51,45,70
2021-09-10,Wyoming,497004.0,612885.0,269583.0,85.87,46.58,105.9,223,211,1,1,3,2,3,9,2,2,4
2021-09-10,Puerto Rico,4397647.0,4403150.0,2445590.0,137.7,76.58,137.87,407,327,10,1,2,5,4,4,5,8,11
2021-09-10,Arizona,7942312.0,9549970.0,4205103.0,109.12,57.77,131.2,2118,1833,27,9,25,27,35,46,39,17,164
2021-09-10,Kansas,2975922.0,3669295.0,1699286.0,102.15,58.33,125.95,759,688,13,4,17,9,21,22,17,11,10
2021-09-10,Illinois,,,,,,,2350,2073,28,12,30,35,49,52,49,36,29
2021-09-10,Hawaii,1817080.0,2202660.0,1065089.0,128.34,75.22,155.57,422,399,6,2,2,3,13,5,3,5,6
2021-09-10,Alabama,4287769.0,6388850.0,2504656.0,87.45,51.08,130.3,2860,2671,47,24,36,42,73,79,52,31,61
2021-09-10,Wisconsin,6582247.0,7101475.0,3469441.0,113.05,59.59,121.97,1100,1050,12,17,11,26,28,39,25,19,21
2021-09-10,Nebraska,2102852.0,2442850.0,1126177.0,108.71,58.22,126.28,386,356,9,3,4,7,9,6,9,6,3
2021-09-10,Maryland,7726871.0,9622770.0,4176095.0,127.81,69.08,159.17,1020,805,10,7,11,16,23,21,14,8,18
2021-09-10,Texas,30947220.0,40165715.0,16858809.0,106.73,58.14,138.52,14128,13219,291,101,182,212,271,248,209,130,231
2021-09-10,Arkansas,2890656.0,3851970.0,1639387.0,95.79,54.32,127.64,1128,1046,14,8,15,9,22,24,12,7,16
2021-09-10,Indiana,6512338.0,7908610.0,3422864.0,96.73,50.84,117.47,2616,2301,33,15,27,42,66,81,64,50,27
2021-09-11,Alabama,4292244.0,6427570.0,2506484.0,87.54,51.12,131.09,2796,2562,40,14,28,37,42,65,69,28,66
2021-09-11,Illinois,,,,,,,2291,2012,35,11,19,27,39,44,48,38,25
2021-09-11,Washington,,,,,,,1855,1655,14,5,17,22,31,21,27,16,16
2021-09-11,Maryland,7741854.0,9658710.0,4182333.0,128.06,69.18,159.76,1018,782,14,5,12,8,22,16,7,7,12
2021-09-11,West Virginia,1526384.0,2892585.0,851155.0,85.17,47.49,161.4,880,833,12,4,9,10,18,24,20,13,22
2021-09-11,Nebraska,2103069.0,2449070.0,1126401.0,108.72,58.23,126.61,410,372,9,2,5,4,5,8,8,10,1
2021-09-11,Oklahoma,3960629.0,4853300.0,2167106.0,100.09,54.77,122.65,1450,1383,46,16,21,36,61,55,57,29,22
2021-09-11,Nevada,3278095.0,3844840.0,1819397.0,106.43,59.07,124.83,1116,1075,11,3,12,12,18,25,19,11,24
2021-09-11,Florida,25694008.0,31395835.0,14011241.0,119.63,65.24,146.18,11437,10927,166,59,104,137,210,204,196,189,221
2021-09-11,Maine,1771524.0,2070510.0,975584.0,131.79,72.58,154.03,184,173,0,0,1,1,6,3,0,1,3
2021-09-11,Minnesota,6491587.0,7522080.0,3527548.0,115.11,62.55,133.38,730,641,14,2,4,6,4,17,11,17,4
2021-09-11,South Dakota,923454.0,1121475.0,508483.0,104.39,57.48,126.77,183,182,2,2,1,1,3,6,3,4,1
2021-09-11,Wyoming,498534.0,622745.0,270376.0,86.14,46.72,107.6,214,206,2,0,4,4,5,7,6,4,1
2021-09-11,Idaho,1497151.0,2091290.0,809840.0,83.78,45.32,117.02,659,648,6,2,6,9,17,13,16,13,8
2021-09-11,Pennsylvania,15709016.0,18417345.0,9031923.0,122.71,70.55,143.86,2555,2148,42,18,22,28,50,45,48,46,26
2021-09-11,California,48973719.0,56591755.0,27647806.0,123.95,69.97,143.23,7387,6961,90,48,85,118,130,143,101,98,133
2021-09-11,Louisiana,4326568.0,5448950.0,2345737.0,93.07,50.46,117.21,1488,1675,75,9,12,19,24,43,29,21,20
2021-09-11,New Mexico,2696724.0,2806255.0,1489726.0,128.61,71.05,133.83,438,420,9,6,8,10,5,13,8,4,7
2021-09-11,Iowa,3360820.0,4009965.0,1798615.0,106.52,57.01,127.1,609,517,11,3,14,9,11,10,8,14,5
2021-09-11,Wisconsin,6594363.0,7139395.0,3474553.0,113.26,59.68,122.62,1133,1061,9,8,11,27,35,31,38,26,16
2021-09-11,Kentucky,,,,,,,2622,2341,19,11,28,52,90,108,62,38,49
2021-09-11,Alaska,754346.0,993155.0,407729.0,103.12,55.74,135.76,216,206,1,1,4,5,3,7,2,1,4
2021-09-11,Utah,3315205.0,3883820.0,1843468.0,103.41,57.5,121.14,546,515,1,6,11,16,16,21,19,6,4
2021-09-11,American Samoa,58459.0,62040.0,32387.0,104.97,58.16,111.4,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,Indiana,6524564.0,7967970.0,3428723.0,96.92,50.93,118.36,2522,2257,32,17,38,39,62,55,50,37,35
2021-09-11,New Jersey,11225527.0,13465215.0,6312003.0,126.38,71.06,151.6,1155,1055,0,7,14,20,25,27,29,24,23
2021-09-11,Georgia,10117678.0,13903725.0,5603440.0,95.29,52.78,130.95,5890,5456,79,32,64,79,100,111,70,44,113
2021-09-11,Texas,31035586.0,40417915.0,16891486.0,107.03,58.25,139.39,13929,13019,270,109,225,234,267,271,180,130,262
2021-09-11,North Dakota,715795.0,871860.0,377170.0,93.93,49.49,114.41,195,172,3,1,5,3,6,4,4,5,2
2021-09-11,Oregon,5072550.0,6443075.0,2749265.0,120.27,65.18,152.76,1194,1107,10,6,21,18,23,20,23,21,20
2021-09-11,Rhode Island,1418514.0,1665025.0,773784.0,133.9,73.04,157.17,106,93,3,0,0,1,3,2,1,1,1
2021-09-11,Vermont,882302.0,1014250.0,478529.0,141.4,76.69,162.54,32,31,1,0,1,1,1,1,1,2,0
2021-09-11,Delaware,1169682.0,1507435.0,631554.0,120.12,64.86,154.8,289,257,6,4,4,4,4,8,7,3,0
2021-09-11,Massachusetts,9592732.0,10686870.0,5249204.0,139.18,76.16,155.05,555,490,6,6,12,19,23,9,17,10,3
2021-09-11,Kansas,2982694.0,3680905.0,1702357.0,102.38,58.43,126.35,728,651,15,7,17,13,20,11,12,14,7
2021-09-11,Virgin Islands,98374.0,110340.0,52231.0,93.98,49.9,105.41,6,6,0,0,0,0,1,0,0,0,0
2021-09-11,Tennessee,6543044.0,8222180.0,3483649.0,95.81,51.01,120.4,3872,3742,58,12,33,34,74,83,58,39,71
2021-09-11,Hawaii,1821657.0,2219230.0,1067451.0,128.66,75.39,156.74,416,400,3,4,4,5,10,8,3,2,1
2021-09-11,Ohio,11820086.0,14349595.0,6222475.0,101.12,53.23,122.76,3651,3157,87,16,46,59,76,94,73,57,47
2021-09-11,North Carolina,10801848.0,13789810.0,6015377.0,102.99,57.35,131.48,3602,3445,45,15,33,58,83,66,64,42,71
2021-09-11,Arizona,7959386.0,9605950.0,4212977.0,109.35,57.88,131.97,2070,1802,28,7,27,25,35,43,28,25,147
2021-09-11,New Hampshire,1710339.0,2075770.0,925273.0,125.79,68.05,152.66,154,145,2,1,3,1,5,2,1,1,0
2021-09-11,Puerto Rico,4463429.0,4404470.0,2465265.0,139.76,77.19,137.91,376,314,14,2,2,3,4,4,3,6,8
2021-09-11,South Carolina,4984526.0,6569085.0,2735390.0,96.81,53.13,127.59,2512,2422,40,17,29,50,55,57,49,31,51
2021-09-11,Connecticut,4898016.0,5454055.0,2659022.0,137.38,74.58,152.98,385,344,4,3,3,7,7,8,7,15,3
2021-09-11,Michigan,10323430.0,13155800.0,5572538.0,103.37,55.8,131.73,1458,1346,22,5,11,18,28,43,26,28,16
2021-09-11,Arkansas,2899259.0,3869370.0,1642503.0,96.07,54.43,128.22,1116,1021,15,10,9,16,20,30,34,11,15
2021-09-11,Virginia,10459890.0,12249975.0,5670759.0,122.55,66.44,143.52,2003,1768,28,11,28,21,35,35,22,14,29
2021-09-11,New York State,24954266.0,28189805.0,13404956.0,128.28,68.91,144.91,2829,2364,32,20,29,37,50,47,44,51,24
2021-09-11,Montana,1049980.0,1278885.0,569327.0,98.24,53.27,119.66,352,342,5,4,7,15,15,27,11,11,7
2021-09-11,Mississippi,2635215.0,3646785.0,1442107.0,88.54,48.46,122.53,1314,1247,15,1,6,9,21,28,18,12,29
2021-09-11,Missouri,6079369.0,7614075.0,3287782.0,99.05,53.57,124.06,1953,1694,55,8,9,20,25,40,27,26,21
2021-09-11,Colorado,6952159.0,7948785.0,3700816.0,120.72,64.26,138.03,989,882,20,10,22,15,25,27,22,11,3
2021-09-12,Indiana,6538642.0,7967970.0,3435809.0,97.12,51.04,118.36,2572,2274,33,17,25,33,47,53,45,36,28
2021-09-12,Wisconsin,6606629.0,7139395.0,3479818.0,113.47,59.77,122.62,1090,1039,10,8,7,21,28,25,35,20,13
2021-09-12,New Jersey,11246757.0,13465215.0,6321272.0,126.62,71.17,151.6,1166,1052,4,9,15,17,19,25,13,17,4
2021-09-12,California,49084830.0,56585755.0,27697192.0,124.23,70.1,143.21,7298,6819,93,55,76,84,99,121,82,72,101
2021-09-12,Wyoming,498761.0,622745.0,270525.0,86.18,46.74,107.6,223,217,4,2,1,3,3,10,10,2,2
2021-09-12,Mississippi,2635824.0,3647855.0,1442613.0,88.56,48.47,122.57,1245,1185,13,6,8,12,11,21,10,8,28
2021-09-12,North Dakota,718076.0,871860.0,378277.0,94.23,49.64,114.41,186,164,1,1,1,3,3,3,2,2,3
2021-09-12,Idaho,1501719.0,2091190.0,811995.0,84.03,45.44,117.02,665,665,5,3,7,6,12,20,17,11,10
2021-09-12,Utah,3315407.0,3883720.0,1843649.0,103.41,57.51,121.14,558,532,1,5,4,18,13,11,6,4,1
2021-09-12,Oregon,5083677.0,6443075.0,2754554.0,120.53,65.31,152.76,1156,1076,10,7,12,16,18,24,13,24,18
2021-09-12,Maryland,7755071.0,9658710.0,4187744.0,128.27,69.27,159.76,1009,780,12,7,8,8,19,17,13,9,10
2021-09-12,Hawaii,1825240.0,2219230.0,1069258.0,128.91,75.52,156.74,420,397,3,2,0,6,8,7,4,5,2
2021-09-12,Michigan,10337553.0,13155800.0,5578561.0,103.51,55.86,131.73,1477,1369,20,13,14,18,33,29,34,25,10
2021-09-12,Pennsylvania,15714069.0,18417345.0,9034840.0,122.75,70.57,143.86,2544,2177,46,11,21,24,44,38,44,47,22
2021-09-12,Arizona,7974400.0,9605950.0,4219928.0,109.56,57.98,131.97,2073,1819,27,12,21,29,39,36,33,22,126
2021-09-12,Minnesota,6503170.0,7522080.0,3531743.0,115.31,62.62,133.38,772,678,15,6,6,10,14,17,8,13,4
2021-09-12,Montana,1050281.0,1278885.0,569556.0,98.27,53.29,119.66,358,348,5,6,7,7,15,21,14,8,4
2021-09-12,Iowa,3360876.0,4009965.0,1798737.0,106.52,57.01,127.1,629,539,9,2,9,10,9,14,9,6,7
2021-09-12,Virgin Islands,98481.0,110340.0,52309.0,94.08,49.97,105.41,6,6,0,0,0,1,0,0,0,0,1
2021-09-12,Oklahoma,3975573.0,4853300.0,2173698.0,100.47,54.93,122.65,1449,1381,45,12,27,33,51,60,38,27,40
2021-09-12,Kentucky,,,,,,,2559,2357,24,16,27,53,87,88,60,30,38
2021-09-12,Alaska,754497.0,994325.0,407843.0,103.14,55.75,135.92,207,198,0,1,2,4,5,6,6,1,5
2021-09-12,Rhode Island,1421062.0,1665025.0,775012.0,134.14,73.16,157.17,104,86,3,0,0,0,1,1,3,1,6
2021-09-12,Vermont,883717.0,1014250.0,479143.0,141.62,76.79,162.54,31,30,1,0,0,0,2,0,3,2,0
2021-09-12,New Hampshire,1713753.0,2075770.0,927164.0,126.04,68.19,152.66,149,141,1,0,1,2,5,0,3,5,0
2021-09-12,Virginia,10481448.0,12251145.0,5680740.0,122.8,66.55,143.53,2017,1784,28,21,10,20,24,49,40,23,20
2021-09-12,Arkansas,2908565.0,3869370.0,1645766.0,96.38,54.54,128.22,1105,1019,13,10,5,11,18,18,17,15,18
2021-09-12,West Virginia,1526804.0,2892585.0,851598.0,85.19,47.52,161.4,912,863,15,5,6,8,20,26,16,11,16
2021-09-12,Alabama,4313489.0,6427570.0,2514065.0,87.97,51.27,131.09,2775,2549,42,24,28,45,64,62,44,32,60
2021-09-12,Ohio,,,,,,,3708,3222,75,18,31,58,81,84,76,47,31
2021-09-12,Louisiana,4340686.0,5454800.0,2350072.0,93.37,50.55,117.34,1492,1680,75,6,18,16,32,41,32,23,23
2021-09-12,North Carolina,10838696.0,13789810.0,6033903.0,103.34,57.53,131.48,3522,3350,41,19,37,42,67,74,55,36,62
2021-09-12,Nebraska,2103275.0,2449070.0,1126523.0,108.73,58.24,126.61,416,371,9,4,2,5,8,8,9,10,3
2021-09-12,Maine,1771815.0,2070510.0,975887.0,131.81,72.6,154.03,191,183,0,1,3,2,5,6,4,5,3
2021-09-12,Texas,31120222.0,40417915.0,16921264.0,107.33,58.36,139.39,13708,12829,278,76,161,171,242,212,166,139,211
2021-09-12,Florida,25770898.0,31395555.0,14039209.0,119.99,65.37,146.18,11244,10736,153,58,114,121,161,213,190,149,238
2021-09-12,Illinois,,,,,,,2339,2009,35,14,19,33,41,41,33,35,25
2021-09-12,Nevada,3284302.0,3844840.0,1822289.0,106.63,59.16,124.83,1142,1070,11,2,9,15,16,19,24,8,21
2021-09-12,Tennessee,6543405.0,8221680.0,3484047.0,95.82,51.02,120.39,3789,3676,68,14,22,29,53,58,55,34,74
2021-09-12,New Mexico,2697750.0,2806255.0,1490501.0,128.66,71.08,133.83,433,419,6,5,7,10,11,12,7,4,8
2021-09-12,Colorado,6972213.0,7948785.0,3706962.0,121.07,64.37,138.03,1009,906,14,10,10,27,27,24,14,13,8
2021-09-12,Kansas,2989536.0,3680905.0,1705157.0,102.62,58.53,126.35,719,659,11,7,9,9,15,18,14,13,10
2021-09-12,Massachusetts,9604146.0,10685270.0,5254769.0,139.34,76.24,155.03,581,517,8,3,12,14,11,13,17,10,7
2021-09-12,New York State,25016890.0,28189805.0,13437403.0,128.6,69.07,144.91,2899,2416,27,16,30,28,55,45,44,41,28
2021-09-12,American Samoa,58459.0,62040.0,32387.0,104.97,58.16,111.4,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,Georgia,10119826.0,13903725.0,5605337.0,95.31,52.79,130.95,5803,5400,75,30,49,79,94,91,70,47,101
2021-09-12,Missouri,6093955.0,7614075.0,3293804.0,99.29,53.67,124.06,1930,1692,55,9,10,19,27,27,22,29,19
2021-09-12,Washington,,,,,,,1856,1653,14,12,22,21,34,30,25,22,24
2021-09-12,Puerto Rico,4473274.0,4404470.0,2468517.0,140.07,77.29,137.91,379,316,14,1,1,0,3,1,4,2,11
2021-09-12,Delaware,1170006.0,1507435.0,631866.0,120.15,64.89,154.8,293,265,5,3,3,3,5,11,5,2,2
2021-09-12,South Dakota,923903.0,1121475.0,508748.0,104.44,57.51,126.77,195,185,3,1,0,1,6,10,4,3,5
2021-09-12,South Carolina,5005010.0,6569085.0,2744900.0,97.21,53.31,127.59,2566,2488,33,14,26,41,60,61,50,38,43
2021-09-12,Connecticut,4905135.0,5454055.0,2662017.0,137.58,74.66,152.98,372,331,3,2,6,6,3,7,5,5,4
2021-09-13,South Carolina,5021448.0,6569085.0,2751839.0,97.53,53.45,127.59,2615,2544,24,11,27,27,56,89,52,32,51
2021-09-13,Georgia,10120458.0,13903725.0,5606349.0,95.32,52.8,130.95,5923,5498,66,25,50,52,77,95,138,42,107
2021-09-13,Louisiana,4347654.0,5454800.0,2352402.0,93.52,50.6,117.34,1455,1637,76,8,15,18,28,24,31,10,36
2021-09-13,Alaska,757384.0,994325.0,409122.0,103.53,55.93,135.92,202,193,1,2,0,3,5,5,4,1,4
2021-09-13,Maine,1772157.0,2070510.0,976121.0,131.84,72.62,154.03,201,187,0,2,1,2,5,5,5,1,5
2021-09-13,Oklahoma,3984173.0,4853300.0,2177376.0,100.69,55.03,122.65,1509,1426,47,18,26,31,64,52,47,24,28
2021-09-13,North Carolina,10856150.0,13789810.0,6042471.0,103.51,57.61,131.48,3492,3360,38,20,42,40,74,69,42,28,51
2021-09-13,Utah,3315568.0,3883720.0,1843838.0,103.42,57.51,121.14,570,541,1,4,6,5,16,14,11,4,0
2021-09-13,Florida,25840307.0,31395555.0,14065421.0,120.31,65.49,146.18,10986,10534,144,57,98,128,149,164,178,139,180
2021-09-13,Maryland,7763299.0,9658710.0,4191460.0,128.41,69.33,159.76,1027,801,14,5,6,8,23,12,16,13,15
2021-09-13,Kentucky,,,,,,,2643,2382,20,13,33,59,88,104,77,44,39
2021-09-13,New Mexico,2706917.0,2806255.0,1494029.0,129.1,71.25,133.83,426,394,5,4,6,11,8,9,6,7,7
2021-09-13,Delaware,1174582.0,1507435.0,633875.0,120.62,65.1,154.8,290,267,4,0,4,2,8,12,5,0,4
2021-09-13,Montana,1050301.0,1278885.0,569588.0,98.27,53.29,119.66,412,380,5,5,11,7,11,18,19,10,7
2021-09-13,Tennessee,6543715.0,8221680.0,3484490.0,95.82,51.02,120.39,3810,3665,66,13,24,31,60,53,49,23,91
2021-09-13,Hawaii,1826364.0,2219230.0,1069948.0,128.99,75.57,156.74,415,389,3,2,5,1,7,5,6,0,5
2021-09-13,Alabama,,,,,,,2761,2524,44,12,25,25,53,45,39,30,50
2021-09-13,Vermont,884731.0,1014250.0,479570.0,141.79,76.86,162.54,38,38,0,0,3,0,0,0,2,2,0
2021-09-13,New York State,25056930.0,28189805.0,13459265.0,128.8,69.19,144.91,2958,2472,36,18,23,27,58,69,50,43,36
2021-09-13,Iowa,3360891.0,4009965.0,1798810.0,106.52,57.01,127.1,642,557,7,5,8,8,13,6,11,15,12
2021-09-13,Arizona,7989607.0,9605950.0,4227010.0,109.77,58.07,131.97,2126,1843,29,10,18,29,53,44,29,19,84
2021-09-13,Pennsylvania,15759838.0,18417345.0,9057958.0,123.1,70.75,143.86,2670,2265,36,15,24,26,55,56,54,38,35
2021-09-13,Puerto Rico,4477176.0,4404470.0,2470021.0,140.19,77.34,137.91,356,307,10,0,2,1,2,4,1,3,9
2021-09-13,Michigan,10347472.0,13155800.0,5583120.0,103.61,55.9,131.73,1513,1405,18,11,15,28,27,25,32,30,20
2021-09-13,Washington,,,,,,,1866,1642,14,12,10,16,25,26,30,19,26
2021-09-13,Minnesota,6509549.0,7522080.0,3534206.0,115.43,62.67,133.38,848,735,28,9,10,13,16,15,12,15,1
2021-09-13,Nebraska,2103279.0,2449070.0,1126560.0,108.73,58.24,126.61,425,385,11,2,3,8,11,7,13,6,4
2021-09-13,South Dakota,924149.0,1121475.0,508905.0,104.46,57.53,126.77,214,200,6,2,1,4,5,5,4,2,1
2021-09-13,California,49162298.0,56585755.0,27729216.0,124.42,70.18,143.21,7247,6793,84,49,90,96,136,113,79,73,97
2021-09-13,Massachusetts,9614627.0,10685270.0,5259794.0,139.49,76.31,155.03,603,543,10,5,9,12,13,18,15,15,11
2021-09-13,Wisconsin,6614806.0,7139395.0,3483807.0,113.61,59.83,122.62,1107,1068,8,9,18,22,31,26,32,11,18
2021-09-13,Indiana,6550089.0,7967970.0,3441608.0,97.29,51.12,118.36,2673,2376,26,15,32,29,45,49,29,38,27
2021-09-13,Mississippi,2636292.0,3647855.0,1443096.0,88.58,48.49,122.57,1244,1178,16,6,6,8,11,18,16,4,26
2021-09-13,American Samoa,58459.0,62040.0,32387.0,104.97,58.16,111.4,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,Idaho,1504904.0,2091190.0,813642.0,84.21,45.53,117.02,678,682,6,0,7,9,9,22,21,11,10
2021-09-13,Kansas,2994947.0,3680905.0,1707517.0,102.8,58.61,126.35,723,660,12,5,4,13,14,20,17,15,12
2021-09-13,Connecticut,4912621.0,5454055.0,2665252.0,137.79,74.76,152.98,379,334,5,2,2,4,5,7,4,6,3
2021-09-13,Colorado,6979185.0,7948785.0,3710099.0,121.19,64.43,138.03,1035,909,17,7,25,21,18,23,14,13,8
2021-09-13,New Jersey,11246942.0,13465215.0,6321933.0,126.62,71.18,151.6,1185,1072,3,6,26,18,25,24,20,20,14
2021-09-13,Illinois,,,,,,,2297,2007,32,11,20,22,55,44,41,23,31
2021-09-13,Wyoming,498818.0,622745.0,270580.0,86.19,46.75,107.6,221,216,2,0,5,3,5,6,2,6,4
2021-09-13,Missouri,6104681.0,7614075.0,3297970.0,99.47,53.74,124.06,1926,1683,49,11,9,27,29,33,27,21,29
2021-09-13,Virgin Islands,98488.0,110340.0,52316.0,94.08,49.98,105.41,4,4,0,0,0,0,0,0,0,0,0
2021-09-13,Ohio,,,,,,,3770,3315,79,24,47,64,113,109,78,52,46
2021-09-13,Rhode Island,1423178.0,1665025.0,776024.0,134.34,73.25,157.17,103,91,2,1,2,1,3,5,1,0,2
2021-09-13,Nevada,3291466.0,3844840.0,1825441.0,106.86,59.26,124.83,1112,1051,8,5,7,17,16,19,24,17,27
2021-09-13,Oregon,5091757.0,6443075.0,2758308.0,120.72,65.4,152.76,1175,1082,11,7,9,18,16,21,10,16,28
2021-09-13,Texas,31172538.0,40417915.0,16940448.0,107.51,58.42,139.39,13826,12905,267,80,136,191,248,238,157,145,211
2021-09-13,North Dakota,718421.0,871860.0,378503.0,94.27,49.67,114.41,210,184,1,3,1,0,4,3,7,3,2
2021-09-13,New Hampshire,1715740.0,2075770.0,928247.0,126.18,68.27,152.66,148,136,0,3,2,0,0,2,2,10,1
2021-09-13,West Virginia,1527106.0,2892585.0,851994.0,85.21,47.54,161.4,933,883,13,3,6,13,14,23,18,12,14
2021-09-13,Arkansas,2913833.0,3869370.0,1647501.0,96.55,54.59,128.22,1067,998,10,7,8,4,23,18,14,13,19
2021-09-13,Virginia,10502675.0,12251145.0,5689869.0,123.05,66.66,143.53,2033,1861,15,14,14,23,30,35,30,27,30
2021-09-14,Colorado,6988687.0,8000105.0,3714556.0,121.36,64.5,138.92,1028,919,14,15,20,17,25,31,21,13,5
2021-09-14,North Carolina,10878767.0,13806400.0,6054310.0,103.73,57.73,131.64,3488,3344,46,16,55,57,68,73,69,44,68
2021-09-14,Washington,,,,,,,1816,1601,14,9,16,20,31,26,25,15,23
2021-09-14,Hawaii,1828945.0,2222650.0,1071262.0,129.17,75.66,156.98,396,367,3,2,4,2,9,7,2,1,14
2021-09-14,Missouri,6112841.0,7655185.0,3301509.0,99.6,53.79,124.73,1947,1659,47,10,23,19,31,39,45,25,26
2021-09-14,Oregon,5096519.0,6451155.0,2760704.0,120.84,65.45,152.95,1178,1073,7,11,11,14,16,25,15,15,23
2021-09-14,California,49207490.0,56885435.0,27748731.0,124.54,70.23,143.97,7093,6644,84,42,72,107,115,119,100,84,112
2021-09-14,Puerto Rico,4477759.0,4921170.0,2470389.0,140.21,77.35,154.09,365,303,10,0,0,4,3,3,3,6,7
2021-09-14,Utah,3323537.0,3914600.0,1847448.0,103.67,57.63,122.1,555,525,1,0,10,12,13,9,17,3,2
2021-09-14,Maine,1778667.0,2074450.0,979048.0,132.32,72.83,154.32,199,187,1,2,4,1,3,1,4,3,3
