date,state,total_vaccinations,total_distributed,people_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,distributed_per_hundred,inpatient_beds_used_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_80+,deaths_covid
2021-01-12,Alaska,35838.0,141600.0,22486.0,4.9,3.07,19.36,67,60,0,0,0,1,1,3,2,0,0
2021-01-12,West Virginia,103330.0,160975.0,,5.77,,8.98,819,803,2,2,3,9,8,27,21,17,11
2021-01-12,Illinois,347005.0,903100.0,284035.0,2.74,2.24,7.13,3729,3174,20,17,22,30,60,103,96,111,56
2021-01-12,Puerto Rico,74559.0,277200.0,61486.0,2.33,1.93,8.68,410,307,7,0,3,4,2,5,6,7,10
2021-01-12,Texas,911461.0,1949125.0,809148.0,3.14,2.79,6.72,14885,14171,121,81,110,156,275,391,394,303,235
2021-01-12,Montana,42083.0,78350.0,30887.0,3.94,2.89,7.33,213,202,1,2,3,0,5,8,12,11,2
2021-01-12,Indiana,191844.0,540475.0,114781.0,2.85,1.7,8.03,2463,2211,11,15,18,24,36,65,78,71,36
2021-01-12,Virgin Islands,880.0,9175.0,,0.84,,8.76,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,Iowa,98691.0,208875.0,91969.0,3.13,2.91,6.62,572,509,6,1,5,4,14,15,24,18,11
2021-01-12,North Dakota,39479.0,53525.0,33648.0,5.18,4.42,7.02,166,127,1,3,4,2,2,1,4,4,3
2021-01-12,Kansas,78268.0,193175.0,53988.0,2.69,1.85,6.63,982,885,1,5,7,5,17,26,39,38,17
2021-01-12,Kentucky,132114.0,329450.0,102517.0,2.96,2.29,7.37,1764,1630,3,6,12,28,46,83,110,56,26
2021-01-12,New York State,579532.0,1622100.0,543014.0,2.98,2.79,8.34,9931,9090,54,27,51,75,154,207,267,273,129
2021-01-12,Pennsylvania,341948.0,974725.0,266288.0,2.67,2.08,7.61,5784,5255,35,20,16,38,72,121,148,174,88
2021-01-12,Washington,195567.0,567725.0,162105.0,2.57,2.13,7.46,1041,945,7,3,7,1,15,19,20,19,9
2021-01-12,Missouri,161784.0,485175.0,107939.0,2.64,1.76,7.91,2611,2288,31,11,18,16,42,54,70,76,53
2021-01-12,Louisiana,142771.0,368300.0,117022.0,3.07,2.52,7.92,1762,2016,12,7,15,20,36,68,65,52,33
2021-01-12,Maine,54945.0,132975.0,38045.0,4.09,2.83,9.89,235,197,1,0,0,0,1,10,3,6,0
2021-01-12,Oregon,104610.0,321425.0,99594.0,2.48,2.36,7.62,521,417,0,3,2,4,7,12,9,11,9
2021-01-12,Maryland,146231.0,552800.0,136576.0,2.42,2.26,9.14,2105,1714,9,10,13,14,36,53,34,57,34
2021-01-12,Mississippi,54544.0,212050.0,45733.0,1.83,1.54,7.12,1419,1207,11,1,6,10,18,39,41,32,27
2021-01-12,Massachusetts,204082.0,476025.0,184984.0,2.96,2.68,6.91,2007,1807,14,8,16,22,48,55,65,58,34
2021-01-12,Utah,95225.0,256275.0,90613.0,2.97,2.83,7.99,598,529,0,13,2,7,14,21,18,18,2
2021-01-12,Oklahoma,157843.0,381375.0,109045.0,3.99,2.76,9.64,2032,1949,68,11,16,23,51,79,85,74,33
2021-01-12,Virginia,190607.0,797150.0,,2.23,,9.34,3111,2691,13,12,18,23,46,64,78,64,40
2021-01-12,Michigan,227685.0,768150.0,207786.0,2.28,2.08,7.69,2424,2194,23,11,25,14,50,58,68,61,41
2021-01-12,Ohio,311890.0,866050.0,311867.0,2.67,2.67,7.41,4471,4098,38,24,23,40,104,117,143,137,71
2021-01-12,Nebraska,74439.0,177375.0,65924.0,3.85,3.41,9.17,492,440,15,0,3,4,2,7,12,20,9
2021-01-12,Minnesota,162240.0,453200.0,152280.0,2.88,2.7,8.04,798,671,14,2,5,6,15,17,19,25,6
2021-01-12,Rhode Island,39568.0,80225.0,35385.0,3.74,3.34,7.57,456,415,6,5,3,5,1,8,6,11,12
2021-01-12,Alabama,78134.0,377025.0,70861.0,1.59,1.45,7.69,3188,3092,21,5,18,24,69,98,133,85,59
2021-01-12,Arizona,141355.0,563025.0,95141.0,1.94,1.31,7.74,5006,4509,23,22,36,53,81,105,137,99,93
2021-01-12,New Mexico,78235.0,177075.0,43344.0,3.73,2.07,8.44,697,639,2,6,7,6,18,19,18,16,8
2021-01-12,Arkansas,40879.0,274400.0,39357.0,1.35,1.3,9.09,1267,1190,7,4,8,20,15,34,51,40,38
2021-01-12,Wyoming,16467.0,47800.0,13577.0,2.85,2.35,8.26,116,107,1,1,1,1,1,6,6,3,5
2021-01-12,Vermont,25757.0,64925.0,,4.13,,10.4,56,55,0,0,0,0,1,2,7,5,1
2021-01-12,California,816301.0,3286050.0,703540.0,2.07,1.78,8.32,22453,21659,170,97,152,220,364,511,421,411,515
2021-01-12,Tennessee,251257.0,485800.0,143735.0,3.68,2.1,7.11,3174,3054,33,9,11,18,32,62,70,70,76
2021-01-12,Colorado,224428.0,516750.0,187838.0,3.9,3.26,8.97,957,824,18,12,11,15,23,27,36,21,2
2021-01-12,New Jersey,221045.0,654900.0,206737.0,2.49,2.33,7.37,3858,3544,15,8,21,32,65,96,112,108,63
2021-01-12,Idaho,35845.0,146750.0,31504.0,2.01,1.76,8.21,329,328,4,2,0,5,5,12,12,5,3
2021-01-12,North Carolina,211610.0,836450.0,189213.0,2.02,1.8,7.98,3949,3689,26,23,24,36,66,101,116,124,76
2021-01-12,Connecticut,151395.0,250775.0,56350.0,4.25,1.58,7.03,1298,1158,6,10,7,6,30,30,31,36,26
2021-01-12,South Carolina,81075.0,315950.0,77042.0,1.57,1.5,6.14,2243,2170,5,5,10,18,35,76,100,73,45
2021-01-12,Hawaii,33483.0,141750.0,,2.36,,10.01,133,117,0,1,1,1,0,1,1,1,2
2021-01-12,Delaware,26410.0,88325.0,15911.0,2.71,1.63,9.07,504,470,5,1,3,2,6,13,12,10,4
2021-01-12,New Hampshire,50613.0,122350.0,11615.0,3.72,0.85,9.0,303,267,2,1,0,2,3,5,10,14,2
2021-01-12,Nevada,61653.0,207150.0,31320.0,2.0,1.02,6.73,1779,1777,11,3,11,20,21,43,45,21,36
2021-01-12,Wisconsin,137253.0,429500.0,125895.0,2.36,2.16,7.38,1143,1081,5,7,14,8,18,34,39,40,15
2021-01-12,Florida,633440.0,1676300.0,586741.0,2.95,2.73,7.8,8412,7876,54,39,56,96,162,226,273,288,110
2021-01-12,Georgia,170571.0,960975.0,85110.0,1.61,0.8,9.05,6310,5975,27,21,44,67,130,154,181,134,82
2021-01-12,South Dakota,48698.0,83500.0,41322.0,5.5,4.67,9.44,251,216,1,1,0,3,3,4,8,9,3
2021-01-13,Nebraska,79699.0,199800.0,69113.0,4.12,3.57,10.33,486,449,16,2,0,3,7,12,7,21,6
2021-01-13,Minnesota,165355.0,511200.0,154767.0,2.93,2.74,9.06,781,652,13,4,7,8,12,12,19,28,11
2021-01-13,Missouri,161784.0,526425.0,107939.0,2.64,1.76,8.58,2597,2244,40,12,11,11,36,59,47,65,42
2021-01-13,Nevada,61653.0,207150.0,31320.0,2.0,1.02,6.73,1817,1754,10,5,12,16,22,33,31,33,26
2021-01-13,Mississippi,61289.0,218825.0,51588.0,2.06,1.73,7.35,1404,1205,9,6,1,8,10,34,34,28,22
2021-01-13,New Jersey,,,,,,,3878,3526,9,11,34,33,73,87,93,120,59
2021-01-13,New Hampshire,55218.0,124300.0,12722.0,4.06,0.94,9.14,294,260,2,0,0,1,2,10,10,16,8
2021-01-13,Virgin Islands,1195.0,9575.0,,1.14,,9.15,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,Vermont,29571.0,69800.0,,4.74,,11.19,51,52,0,0,0,0,0,0,4,4,0
2021-01-13,Montana,44063.0,89550.0,31886.0,4.12,2.98,8.38,203,194,2,1,1,4,6,12,11,12,4
2021-01-13,Washington,208238.0,572600.0,169650.0,2.73,2.23,7.52,1067,960,10,6,3,6,13,15,20,15,15
2021-01-13,Michigan,291519.0,772150.0,259119.0,2.92,2.59,7.73,2244,2051,19,11,14,20,35,46,55,63,37
2021-01-13,Arizona,154745.0,569525.0,104387.0,2.13,1.43,7.82,5102,4598,20,22,31,51,100,138,149,114,98
2021-01-13,Arkansas,94854.0,297800.0,80458.0,3.14,2.67,9.87,1331,1214,8,4,16,9,18,31,62,46,17
2021-01-13,Wyoming,17794.0,57800.0,14406.0,3.07,2.49,9.99,95,85,1,2,2,0,2,1,3,2,2
2021-01-13,California,891489.0,3435650.0,744545.0,2.26,1.88,8.7,22268,21370,172,107,148,181,323,503,483,442,508
2021-01-13,Colorado,239665.0,530800.0,198227.0,4.16,3.44,9.22,977,859,21,9,9,11,24,23,30,22,7
2021-01-13,Connecticut,161875.0,315025.0,58920.0,4.54,1.65,8.84,1274,1146,6,4,8,13,20,43,32,35,21
2021-01-13,Delaware,28413.0,91250.0,16647.0,2.92,1.71,9.37,510,416,8,2,3,5,3,11,15,9,6
2021-01-13,Wisconsin,137253.0,435900.0,125895.0,2.36,2.16,7.49,1188,1117,6,6,7,13,31,40,44,38,21
2021-01-13,Florida,705398.0,1680200.0,647330.0,3.28,3.01,7.82,8334,7826,49,36,56,74,192,217,262,329,136
2021-01-13,Georgia,198756.0,1003975.0,86105.0,1.87,0.81,9.46,6427,6033,32,17,30,52,90,139,157,134,97
2021-01-13,Hawaii,36605.0,154150.0,,2.59,,10.89,130,116,0,2,0,0,2,3,0,4,1
2021-01-13,Idaho,38872.0,158125.0,33176.0,2.18,1.86,8.85,345,334,5,2,1,5,6,4,13,8,2
2021-01-13,West Virginia,110709.0,160975.0,,6.18,,8.98,845,800,1,0,3,6,10,15,16,23,16
2021-01-13,Illinois,365859.0,920225.0,291445.0,2.89,2.3,7.26,3611,3059,16,14,16,20,46,58,112,99,48
2021-01-13,Indiana,211334.0,579050.0,125763.0,3.14,1.87,8.6,2471,2238,11,11,17,23,43,72,87,58,30
2021-01-13,Iowa,,,,,,,586,529,4,2,5,6,15,23,19,14,9
2021-01-13,Kansas,85650.0,261175.0,58477.0,2.94,2.01,8.96,976,889,1,3,12,16,17,20,35,40,14
2021-01-13,Kentucky,142436.0,329450.0,111449.0,3.19,2.49,7.37,1783,1613,4,6,15,31,54,84,116,55,26
2021-01-13,Louisiana,156186.0,369475.0,127078.0,3.36,2.73,7.95,1795,1967,13,10,14,15,26,57,71,63,28
2021-01-13,Maine,57248.0,136875.0,39157.0,4.26,2.91,10.18,246,208,0,0,0,0,5,10,8,3,2
2021-01-13,Maryland,178056.0,561500.0,162350.0,2.95,2.69,9.29,2089,1691,10,11,23,25,38,53,44,54,35
2021-01-13,Massachusetts,217443.0,656850.0,192619.0,3.15,2.79,9.53,2094,1899,11,10,22,28,54,65,80,78,30
2021-01-13,Virginia,217836.0,845900.0,,2.55,,9.91,3091,2665,16,11,13,36,48,60,72,64,40
2021-01-13,Alaska,38680.0,149475.0,24541.0,5.29,3.35,20.43,78,62,7,0,1,1,2,4,5,1,2
2021-01-13,New Mexico,81855.0,199525.0,45873.0,3.9,2.19,9.52,783,703,4,5,9,10,17,25,19,15,17
2021-01-13,Alabama,84040.0,378975.0,74792.0,1.71,1.53,7.73,3340,3096,23,8,16,40,54,90,105,99,65
2021-01-13,North Dakota,40728.0,66725.0,34317.0,5.34,4.5,8.76,162,127,1,1,4,0,1,1,1,4,1
2021-01-13,Ohio,329318.0,957700.0,329295.0,2.82,2.82,8.19,4452,4050,38,13,21,32,69,96,143,130,63
2021-01-13,North Carolina,266938.0,852000.0,228686.0,2.55,2.18,8.12,4015,3698,27,12,27,26,45,99,140,80,58
2021-01-13,Pennsylvania,379944.0,1017475.0,285938.0,2.97,2.23,7.95,5864,5259,56,15,22,22,65,134,117,156,83
2021-01-13,South Carolina,99887.0,317450.0,87584.0,1.94,1.7,6.17,2290,2167,5,6,6,24,47,58,94,66,45
2021-01-13,Texas,978042.0,1984225.0,861072.0,3.37,2.97,6.84,14829,14123,126,73,147,165,326,431,392,301,263
2021-01-13,South Dakota,50712.0,88375.0,42789.0,5.73,4.84,9.99,247,209,2,0,1,0,2,2,7,6,3
2021-01-13,Oklahoma,172403.0,396975.0,118786.0,4.36,3.0,10.03,1986,1917,67,10,17,25,51,91,69,67,38
2021-01-13,Utah,104036.0,266025.0,98010.0,3.25,3.06,8.3,603,528,1,6,16,13,8,14,17,15,0
2021-01-13,Oregon,115075.0,325325.0,107843.0,2.73,2.56,7.71,512,414,0,2,2,7,7,6,9,12,3
2021-01-13,Tennessee,264713.0,598000.0,150893.0,3.88,2.21,8.76,3128,2980,31,7,12,16,46,42,66,47,89
2021-01-13,New York State,632473.0,1796850.0,587865.0,3.25,3.02,9.24,10057,9151,54,24,50,74,154,226,255,271,153
2021-01-13,Puerto Rico,84432.0,305475.0,67475.0,2.64,2.11,9.56,422,329,12,17,13,31,44,32,40,46,56
2021-01-13,Rhode Island,42028.0,82175.0,36489.0,3.97,3.44,7.76,434,394,2,0,2,2,7,5,7,11,9
2021-01-14,Missouri,175314.0,528300.0,145521.0,2.86,2.37,8.61,2523,2182,33,6,21,18,39,68,64,57,41
2021-01-14,Washington,225238.0,655575.0,187450.0,2.96,2.46,8.61,1025,892,9,2,6,9,16,11,18,13,7
2021-01-14,South Dakota,54284.0,88375.0,44721.0,6.14,5.06,9.99,226,194,0,3,1,1,1,5,6,4,2
2021-01-14,Georgia,231305.0,1010900.0,204301.0,2.18,1.92,9.52,6332,5984,40,26,37,61,108,144,149,119,99
2021-01-14,California,975293.0,3540175.0,801998.0,2.47,2.03,8.96,30334,29553,169,87,147,193,355,468,423,457,508
2021-01-14,Mississippi,71848.0,219800.0,64654.0,2.41,2.17,7.39,1382,1180,9,2,3,7,14,28,42,30,22
2021-01-14,Utah,115384.0,267975.0,103833.0,3.6,3.24,8.36,634,560,0,7,7,10,13,13,17,14,2
2021-01-14,Louisiana,175811.0,370175.0,149064.0,3.78,3.21,7.96,1801,2001,13,11,8,18,30,66,73,63,35
2021-01-14,Virgin Islands,1424.0,10750.0,1267.0,1.36,1.21,10.27,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,Colorado,254706.0,531775.0,209300.0,4.42,3.63,9.23,953,831,21,11,11,13,15,35,24,21,9
2021-01-14,Kentucky,155613.0,332375.0,145320.0,3.48,3.25,7.44,1758,1615,3,6,18,31,42,81,81,64,26
2021-01-14,Ohio,348424.0,967450.0,338961.0,2.98,2.9,8.28,4281,3919,40,16,25,35,87,117,146,110,72
2021-01-14,North Dakota,42774.0,68675.0,35293.0,5.61,4.63,9.01,166,128,1,0,3,1,4,1,6,3,2
2021-01-14,Connecticut,171897.0,328675.0,156366.0,4.82,4.39,9.22,1254,1122,6,6,17,16,29,38,41,36,23
2021-01-14,Florida,774485.0,1970875.0,709002.0,3.61,3.3,9.18,8303,7756,47,39,51,84,144,183,293,269,126
2021-01-14,Puerto Rico,94880.0,305475.0,80310.0,2.97,2.51,9.56,433,319,16,16,13,32,42,36,43,43,61
2021-01-14,Virginia,217836.0,852725.0,192918.0,2.55,2.26,9.99,3072,2650,18,9,14,21,35,67,84,70,39
2021-01-14,Oregon,129796.0,335075.0,119980.0,3.08,2.84,7.94,468,399,1,2,1,8,4,11,7,15,4
2021-01-14,Maine,61129.0,136875.0,51631.0,4.55,3.84,10.18,245,200,1,1,0,1,1,3,8,4,5
2021-01-14,Delaware,31090.0,91250.0,25649.0,3.19,2.63,9.37,508,464,9,1,1,3,7,15,18,10,5
2021-01-14,South Carolina,115855.0,346150.0,96231.0,2.25,1.87,6.72,2283,2148,4,11,10,23,34,76,80,59,44
2021-01-14,Wisconsin,149955.0,437900.0,135841.0,2.58,2.33,7.52,1152,1087,4,6,8,16,21,36,59,38,21
2021-01-14,Massachusetts,233476.0,669225.0,204481.0,3.39,2.97,9.71,2074,1881,13,14,20,25,50,52,69,77,34
2021-01-14,Oklahoma,187266.0,399900.0,160035.0,4.73,4.04,10.11,2017,1934,72,13,20,29,67,82,102,68,35
2021-01-14,Minnesota,179684.0,516800.0,161507.0,3.19,2.86,9.16,749,619,11,6,6,9,9,20,18,19,10
2021-01-14,Michigan,327235.0,773650.0,286349.0,3.28,2.87,7.75,2239,2042,17,8,15,20,32,64,58,56,25
2021-01-14,Maryland,178056.0,564625.0,165318.0,2.95,2.73,9.34,2089,1684,9,9,15,15,35,44,60,65,24
2021-01-14,Pennsylvania,410414.0,1065300.0,353821.0,3.21,2.76,8.32,5750,5144,32,11,32,31,56,128,137,144,79
2021-01-14,Indiana,233488.0,630025.0,203889.0,3.47,3.03,9.36,2432,2135,10,8,15,23,42,68,64,65,41
2021-01-14,New Hampshire,58711.0,127225.0,53780.0,4.32,3.96,9.36,278,249,0,0,0,1,4,5,10,6,6
2021-01-14,North Carolina,268212.0,969700.0,233038.0,2.56,2.22,9.25,3909,3679,26,16,20,30,62,88,126,102,76
2021-01-14,Alabama,92300.0,435350.0,80480.0,1.88,1.64,8.88,3216,2980,18,9,13,23,63,100,99,85,50
2021-01-14,Tennessee,264713.0,656550.0,238943.0,3.88,3.5,9.61,2986,2884,28,12,6,22,46,54,63,59,52
2021-01-14,Idaho,42586.0,160075.0,35179.0,2.38,1.97,8.96,346,334,3,1,3,4,1,10,10,3,4
2021-01-14,Nevada,76844.0,210075.0,62370.0,2.49,2.02,6.82,1724,1690,10,2,12,9,16,26,40,35,33
2021-01-14,Iowa,112093.0,268025.0,100805.0,3.55,3.2,8.5,590,517,3,6,3,7,11,13,19,28,3
2021-01-14,Arkansas,108316.0,297800.0,90339.0,3.59,2.99,9.87,1289,1183,9,5,6,19,25,34,43,39,33
2021-01-14,West Virginia,118660.0,160975.0,99061.0,6.62,5.53,8.98,815,780,2,3,5,9,13,24,18,15,5
2021-01-14,New Jersey,263422.0,658800.0,235152.0,2.97,2.65,7.42,3796,3464,9,17,21,29,69,82,95,101,60
2021-01-14,Hawaii,,,,,,,131,110,0,1,2,0,2,2,2,1,1
2021-01-14,Arizona,173665.0,570625.0,157397.0,2.39,2.16,7.84,5090,4570,27,24,29,44,88,137,121,109,86
2021-01-14,Kansas,91565.0,263175.0,77590.0,3.14,2.66,9.03,977,898,1,5,8,4,23,30,28,47,15
2021-01-14,Texas,1043624.0,2105600.0,917387.0,3.6,3.16,7.26,14757,13990,141,80,157,166,238,357,381,319,278
2021-01-14,Vermont,29571.0,69800.0,26603.0,4.74,4.26,11.19,46,50,0,1,0,0,0,0,2,4,1
2021-01-14,Nebraska,84920.0,199800.0,72079.0,4.39,3.73,10.33,503,465,15,1,1,7,6,11,8,19,12
2021-01-14,Illinois,403666.0,958125.0,316876.0,3.19,2.5,7.56,3547,2988,18,17,25,37,54,69,77,108,55
2021-01-14,Wyoming,19776.0,58775.0,17310.0,3.42,2.99,10.16,98,92,1,1,1,2,2,4,5,3,4
2021-01-14,New York State,688576.0,1872625.0,617596.0,3.54,3.17,9.63,9894,9070,46,25,53,94,157,204,237,280,158
2021-01-14,Rhode Island,44871.0,84125.0,38000.0,4.24,3.59,7.94,439,400,2,2,1,3,6,6,7,10,6
2021-01-14,New Mexico,89415.0,204750.0,73428.0,4.26,3.5,9.76,755,688,4,3,13,9,15,13,26,18,18
2021-01-14,Montana,46620.0,98500.0,39103.0,4.36,3.66,9.22,199,187,2,3,6,2,3,6,15,17,3
2021-01-14,Alaska,42596.0,150450.0,35508.0,5.82,4.85,20.57,73,61,7,0,0,0,1,0,1,0,0
2021-01-15,Illinois,437765.0,1011225.0,341518.0,3.45,2.7,7.98,3451,2928,13,12,25,34,44,79,100,86,52
2021-01-15,West Virginia,134207.0,205475.0,113034.0,7.49,6.31,11.47,818,786,2,2,7,4,10,15,21,22,10
2021-01-15,South Carolina,121836.0,350550.0,101722.0,2.37,1.98,6.81,2256,2128,7,7,9,15,35,62,67,40,56
2021-01-15,Maine,61129.0,136875.0,51631.0,4.55,3.84,10.18,243,204,2,1,1,0,2,6,1,7,5
2021-01-15,Iowa,120983.0,269000.0,108056.0,3.83,3.42,8.53,548,506,4,8,5,5,4,20,15,20,15
2021-01-15,Indiana,260310.0,642425.0,222599.0,3.87,3.31,9.54,2434,2123,11,5,19,23,38,63,93,64,36
2021-01-15,Idaho,46636.0,160075.0,37646.0,2.61,2.11,8.96,324,309,4,0,2,5,10,8,13,8,6
2021-01-15,Louisiana,197967.0,370175.0,167193.0,4.26,3.6,7.96,1833,1990,12,2,15,20,52,62,65,52,31
2021-01-15,Oregon,146153.0,335075.0,133091.0,3.47,3.16,7.94,470,398,4,1,5,1,9,9,5,11,4
2021-01-15,Florida,853081.0,2069175.0,776430.0,3.97,3.62,9.63,8165,7654,41,27,65,110,141,200,240,264,126
2021-01-15,Hawaii,46958.0,154150.0,39690.0,3.32,2.8,10.89,136,104,1,0,0,1,2,0,2,1,1
2021-01-15,Washington,242606.0,696175.0,200682.0,3.19,2.64,9.14,974,890,9,4,6,5,11,15,19,17,16
2021-01-15,Kansas,97779.0,263175.0,83293.0,3.36,2.86,9.03,952,877,2,5,7,11,19,28,32,44,35
2021-01-15,Rhode Island,47548.0,108425.0,39381.0,4.49,3.72,10.23,437,398,4,2,1,2,2,3,10,10,7
2021-01-15,Georgia,231305.0,1011200.0,204301.0,2.18,1.92,9.52,6333,5945,39,16,41,68,109,138,160,122,86
2021-01-15,Pennsylvania,448151.0,1075350.0,380727.0,3.5,2.97,8.4,5622,5020,33,10,27,29,81,106,158,152,84
2021-01-15,Oklahoma,203410.0,424000.0,173162.0,5.14,4.38,10.72,1983,1906,73,10,18,33,60,98,83,68,32
2021-01-15,Texas,1160242.0,2105600.0,1003412.0,4.0,3.46,7.26,14758,13950,137,70,142,158,278,368,390,305,257
2021-01-15,Kentucky,174748.0,337450.0,162733.0,3.91,3.64,7.55,1722,1569,4,5,14,26,47,82,84,57,24
2021-01-15,Ohio,375428.0,968250.0,361818.0,3.21,3.1,8.28,4297,3914,34,22,23,43,79,109,129,137,56
2021-01-15,Wisconsin,169803.0,437900.0,151387.0,2.92,2.6,7.52,1098,1043,3,5,10,6,20,33,37,33,19
2021-01-15,Wyoming,22745.0,58775.0,19931.0,3.93,3.44,10.16,94,88,0,1,0,0,6,3,3,5,2
2021-01-15,Maryland,194705.0,565125.0,178831.0,3.22,2.96,9.35,2085,1661,5,5,20,22,41,51,32,46,30
2021-01-15,Tennessee,303338.0,657550.0,264912.0,4.44,3.88,9.63,2928,2794,30,2,13,16,35,55,56,49,64
2021-01-15,North Dakota,46410.0,68675.0,38506.0,6.09,5.05,9.01,171,130,3,3,3,1,4,2,1,6,0
2021-01-15,Nebraska,91195.0,211500.0,77734.0,4.71,4.02,10.93,490,459,16,3,3,3,7,9,13,10,8
2021-01-15,Arkansas,118338.0,297800.0,97829.0,3.92,3.24,9.87,1318,1209,11,7,6,11,24,32,56,34,23
2021-01-15,North Carolina,302824.0,999650.0,259859.0,2.89,2.48,9.53,3915,3641,26,9,12,32,73,98,141,100,76
2021-01-15,Virgin Islands,1631.0,11825.0,1474.0,1.56,1.41,11.3,1,1,0,0,0,0,1,0,0,0,0
2021-01-15,Nevada,83674.0,211750.0,67679.0,2.72,2.2,6.87,1763,1699,11,5,12,19,22,44,34,36,28
2021-01-15,Arizona,197086.0,571725.0,176213.0,2.71,2.42,7.85,5035,4510,27,27,36,58,101,103,134,123,95
2021-01-15,Alabama,100567.0,444650.0,86956.0,2.05,1.77,9.07,3200,2994,19,10,15,29,51,103,120,76,67
2021-01-15,New Jersey,317070.0,658800.0,278956.0,3.57,3.14,7.42,3789,3455,9,12,25,28,60,78,101,107,63
2021-01-15,Alaska,49039.0,150450.0,39546.0,6.7,5.41,20.57,64,53,7,1,1,0,0,0,2,2,0
2021-01-15,Vermont,32470.0,74000.0,28355.0,5.2,4.54,11.86,46,49,0,0,0,0,0,1,6,1,0
2021-01-15,New York State,757466.0,1884325.0,671311.0,3.89,3.45,9.69,10034,9230,56,35,65,81,136,230,267,254,130
2021-01-15,New Mexico,99305.0,204750.0,80172.0,4.74,3.82,9.76,743,657,4,7,4,12,19,20,27,11,14
2021-01-15,New Hampshire,62517.0,127225.0,56797.0,4.6,4.18,9.36,271,238,0,2,0,2,4,6,11,6,5
2021-01-15,California,1072959.0,3548575.0,865387.0,2.72,2.19,8.98,21615,20853,161,107,152,209,350,482,425,454,471
2021-01-15,Montana,49364.0,98500.0,41160.0,4.62,3.85,9.22,195,187,2,2,4,2,1,13,10,12,4
2021-01-15,Puerto Rico,104137.0,311325.0,87512.0,3.26,2.74,9.75,410,309,16,19,13,30,43,28,41,48,55
2021-01-15,Missouri,190447.0,528800.0,153664.0,3.1,2.5,8.62,2548,2166,36,8,18,8,39,48,54,47,35
2021-01-15,Virginia,244234.0,852725.0,214732.0,2.86,2.52,9.99,3054,2660,18,10,20,19,42,70,84,62,46
2021-01-15,Minnesota,198253.0,519600.0,170273.0,3.52,3.02,9.21,740,630,9,5,7,5,13,18,23,21,9
2021-01-15,Michigan,364182.0,773750.0,312415.0,3.65,3.13,7.75,2224,1996,24,16,21,23,38,44,43,62,33
2021-01-15,Mississippi,84328.0,233550.0,75885.0,2.83,2.55,7.85,1322,1147,8,4,4,17,14,33,41,15,38
2021-01-15,Utah,128210.0,268175.0,114504.0,4.0,3.57,8.36,631,559,0,9,15,10,12,12,23,14,4
2021-01-15,Colorado,272233.0,531775.0,223761.0,4.73,3.89,9.23,928,813,18,9,5,20,19,28,19,19,9
2021-01-15,South Dakota,57103.0,93675.0,47389.0,6.45,5.36,10.59,210,182,2,0,0,1,3,4,4,4,3
2021-01-15,Massachusetts,257175.0,669325.0,222109.0,3.73,3.22,9.71,2104,1890,17,8,15,26,31,61,69,81,37
2021-01-15,Delaware,31090.0,91250.0,25649.0,3.19,2.63,9.37,485,449,9,1,3,5,6,14,16,14,9
2021-01-15,Connecticut,185866.0,328775.0,166722.0,5.21,4.68,9.22,1264,1128,7,7,7,17,23,32,45,34,20
2021-01-16,Alaska,,,,,,,66,53,7,0,1,0,2,0,4,1,0
2021-01-16,South Carolina,,,,,,,2249,2126,6,9,3,17,35,62,80,47,47
2021-01-16,Connecticut,,,,,,,1270,1114,4,2,6,9,26,37,35,40,12
2021-01-16,Delaware,,,,,,,485,459,7,6,1,4,9,11,15,17,2
2021-01-16,Arizona,,,,,,,4902,4386,25,22,33,52,95,115,117,97,87
2021-01-16,Wisconsin,,,,,,,1051,997,0,4,3,8,19,36,40,37,13
2021-01-16,West Virginia,,,,,,,765,710,3,2,4,3,11,16,16,12,13
2021-01-16,California,,,,,,,21093,20355,152,113,149,206,364,460,435,433,507
2021-01-16,Idaho,,,,,,,273,265,4,1,2,3,2,4,2,11,3
2021-01-16,Puerto Rico,,,,,,,403,298,10,1,0,1,5,5,5,5,9
2021-01-16,Hawaii,,,,,,,129,100,1,0,0,1,0,2,2,2,1
2021-01-16,Colorado,,,,,,,946,828,18,6,10,17,22,27,26,15,10
2021-01-16,Arkansas,,,,,,,1273,1143,12,10,6,9,24,29,40,26,19
2021-01-16,Wyoming,,,,,,,88,86,0,0,3,1,5,2,7,3,0
2021-01-16,Florida,,,,,,,7977,7456,37,29,68,75,132,183,240,266,123
2021-01-16,Georgia,,,,,,,6137,5846,35,26,35,70,119,153,141,123,102
2021-01-16,South Dakota,,,,,,,213,185,3,1,0,3,2,3,4,4,0
2021-01-16,Rhode Island,,,,,,,437,395,3,3,2,0,6,11,6,12,8
2021-01-16,Alabama,,,,,,,3164,2948,22,7,17,37,53,82,111,87,42
